Nx Ny Nh g path_to_PH
36 35 -0.00330831 -0.0066283 -0.0066283
36 36 0.0606049 0.112447 0.129972
36 37 -0.00267265 -0.00534408 -0.00534408
36 38 -0.000443932 -0.000896343 -0.000896343
36 39 0.000601359 0.00121558 0.00121558
36 40 -0.000507741 -0.00102017 -0.00102017
36 41 -0.00263378 -0.00527319 -0.00527319
36 42 -0.00453641 -0.00907224 -0.00907224
36 43 -0.000517958 -0.00101782 -0.00101782
36 44 7.79833e-05 0.000154862 0.000154862
36 45 -0.000788133 -0.00154888 -0.00154888
36 46 0.000242139 0.000507332 0.000507332
36 47 -0.000309443 -0.000617754 -0.000617754
36 48 -0.00277568 -0.0055443 -0.0055443
36 49 -0.000215083 -0.000393111 -0.000393111
36 50 -0.000595891 -0.00118941 -0.00118941
36 51 -0.00228565 -0.00453698 -0.00453698
36 52 -0.00114412 -0.00224578 -0.00224578
36 53 -0.000162886 -0.000321545 -0.000321545
36 54 -0.000323013 -0.000626238 -0.000626238
36 55 -0.000346627 -0.00065406 -0.00065406
36 56 -0.000648726 -0.00129466 -0.00129466
36 57 -0.00105784 -0.00209043 -0.00209043
36 58 -0.00158037 -0.00311903 -0.00311903
36 59 -2.06823e-05 -4.25814e-05 -4.25814e-05
36 60 -0.000139765 -0.000248086 -0.000248086
36 61 -0.000723388 -0.00142794 -0.00142794
36 62 7.92143e-05 0.00015517 0.00015517
36 63 7.30079e-05 0.000154051 0.000154051
36 64 -0.000357114 -0.000692322 -0.000692322
36 65 -4.0437e-05 -9.01909e-05 -9.01909e-05
36 66 -0.000470448 -0.000916038 -0.000916038
36 67 -0.000396988 -0.000792909 -0.000792909
36 68 -4.32824e-05 -9.50255e-05 -9.50255e-05
36 69 4.32428e-05 8.52403e-05 8.52403e-05
36 70 -4.26397e-06 -6.83899e-06 -6.83899e-06
36 71 -9.46732e-05 -0.000196392 -0.000196392
36 72 -0.000649387 -0.00129447 -0.00129447
37 1 -0.000846932 -0.00168614 -0.00168614
37 2 -0.00016609 -0.000340569 -0.000340569
37 3 3.41618e-05 6.40082e-05 6.40082e-05
37 4 3.6837e-05 7.32449e-05 7.32449e-05
37 5 7.76612e-06 4.1046e-06 4.1046e-06
37 6 -0.000369301 -0.000741265 -0.000741265
37 7 -0.000733445 -0.00142782 -0.00142782
37 8 -0.000191049 -0.000392164 -0.000392164
37 9 -0.000283072 -0.000553273 -0.000553273
37 10 -4.03008e-05 -6.58973e-05 -6.58973e-05
37 11 1.12511e-05 1.63206e-05 1.63206e-05
37 12 -0.000650811 -0.00129136 -0.00129136
37 13 -0.000292265 -0.000534466 -0.000534466
37 14 -5.24262e-05 -0.000105697 -0.000105697
37 15 -0.00151247 -0.00299317 -0.00299317
37 16 -0.0014039 -0.00276752 -0.00276752
37 17 -0.000883457 -0.00176483 -0.00176483
37 18 -0.000273219 -0.000517059 -0.000517059
37 19 -0.0003998 -0.000764335 -0.000764335
37 20 -0.000111322 -0.000219587 -0.000219587
37 21 -0.00107613 -0.0021154 -0.0021154
37 22 -0.00265076 -0.00524683 -0.00524683
37 23 -0.000705902 -0.00140475 -0.00140475
37 24 -0.000149079 -0.000268993 -0.000268993
37 25 -0.00283013 -0.0056442 -0.0056442
37 26 -0.000317306 -0.000633957 -0.000633957
37 27 0.000271845 0.000565373 0.000565373
37 28 -0.000846216 -0.00164709 -0.00164709
37 29 0.000162684 0.000329187 0.000329187
37 30 -0.000457676 -0.000900449 -0.000900449
37 31 -0.00447444 -0.00894531 -0.00894531
37 32 -0.00264432 -0.00529334 -0.00529334
37 33 -0.000522881 -0.0010502 -0.0010502
37 34 0.000696489 0.0014136 0.0014136
37 35 -0.000480383 -0.000968124 -0.000968124
37 36 -0.00267265 -0.00534408 -0.00534408
37 37 0.0597579 0.110805 0.128227
37 38 -0.00313042 -0.00627165 -0.00627165
37 39 -0.00123113 -0.00247947 -0.00247947
37 40 0.00016665 0.000328868 0.000328868
37 41 -0.000675552 -0.00136735 -0.00136735
37 42 -0.00270503 -0.00542005 -0.00542005
37 43 -0.00326327 -0.00651979 -0.00651979
37 44 -0.00252015 -0.00505502 -0.00505502
37 45 -0.000331357 -0.000669881 -0.000669881
37 46 0.000216358 0.00042751 0.00042751
37 47 0.000162927 0.00031254 0.00031254
37 48 -0.00196852 -0.00394922 -0.00394922
37 49 -0.00286045 -0.00568293 -0.00568293
37 50 -0.00198237 -0.00397051 -0.00397051
37 51 -0.000359082 -0.000692843 -0.000692843
37 52 2.18586e-06 2.60075e-05 2.60075e-05
37 53 -0.000311103 -0.000613898 -0.000613898
37 54 -0.00158388 -0.00316139 -0.00316139
37 55 -0.00158694 -0.0031147 -0.0031147
37 56 -0.00116894 -0.00232421 -0.00232421
37 57 -0.00100269 -0.00196218 -0.00196218
37 58 -0.00166532 -0.00327354 -0.00327354
37 59 -0.00119287 -0.00236785 -0.00236785
37 60 -0.00106092 -0.00208577 -0.00208577
37 61 -0.000675018 -0.0013066 -0.0013066
37 62 -0.000630392 -0.00124565 -0.00124565
37 63 -0.000775879 -0.00151855 -0.00151855
37 64 -0.00202123 -0.00398577 -0.00398577
37 65 -0.000884045 -0.00175696 -0.00175696
37 66 -0.000561242 -0.00108316 -0.00108316
37 67 -0.000147238 -0.000283588 -0.000283588
37 68 -0.000203387 -0.000401207 -0.000401207
37 69 -0.000171147 -0.000332999 -0.000332999
37 70 -0.000869151 -0.00171206 -0.00171206
37 71 -0.000177429 -0.000353519 -0.000353519
37 72 -0.000128586 -0.000240998 -0.000240998
38 1 -0.000569868 -0.0011293 -0.0011293
38 2 -0.000446731 -0.00089419 -0.00089419
38 3 -0.000484801 -0.00096357 -0.00096357
38 4 -3.62142e-05 -6.85796e-05 -6.85796e-05
38 5 0.000259685 0.000517475 0.000517475
38 6 -1.31594e-05 -2.48774e-05 -2.48774e-05
38 7 -0.000484782 -0.000942293 -0.000942293
38 8 -0.000717557 -0.00143204 -0.00143204
38 9 -0.000352281 -0.000687828 -0.000687828
38 10 -0.000161213 -0.000304581 -0.000304581
38 11 -0.000457209 -0.000910003 -0.000910003
38 12 -7.35201e-05 -0.000135107 -0.000135107
38 13 -0.000448366 -0.0008666 -0.0008666
38 14 -0.000100573 -0.000195566 -0.000195566
38 15 -0.000352773 -0.000684835 -0.000684835
38 16 -0.00114431 -0.00225769 -0.00225769
38 17 -0.00229781 -0.00458695 -0.00458695
38 18 -0.000979869 -0.00193738 -0.00193738
38 19 -0.000396852 -0.000778979 -0.000778979
38 20 -0.000126312 -0.000250449 -0.000250449
38 21 -0.000349477 -0.000688036 -0.000688036
38 22 -0.00147885 -0.00292906 -0.00292906
38 23 -0.00131769 -0.00263303 -0.00263303
38 24 -0.00131707 -0.00261676 -0.00261676
38 25 -0.00231152 -0.00462606 -0.00462606
38 26 -0.00214535 -0.00429487 -0.00429487
38 27 -0.00234005 -0.00468453 -0.00468453
38 28 3.48473e-05 7.90881e-05 7.90881e-05
38 29 0.000551761 0.00110158 0.00110158
38 30 9.46567e-05 0.000190935 0.000190935
38 31 -0.00345152 -0.00691453 -0.00691453
38 32 -0.00467348 -0.00935001 -0.00935001
38 33 -0.00357492 -0.00716193 -0.00716193
38 34 -0.000479523 -0.000966476 -0.000966476
38 35 5.74799e-05 0.000111487 0.000111487
38 36 -0.000443932 -0.000896343 -0.000896343
38 37 -0.00313042 -0.00627165 -0.00627165
38 38 0.0630692 0.116458 0.135819
38 39 -0.00331004 -0.00663161 -0.00663161
38 40 -0.00130925 -0.0026335 -0.0026335
38 41 0.00045149 0.000897481 0.000897481
38 42 -0.0011707 -0.00235528 -0.00235528
38 43 -0.00180233 -0.00360429 -0.00360429
38 44 -0.00409501 -0.00819309 -0.00819309
38 45 -0.00192451 -0.00385142 -0.00385142
38 46 -5.07423e-05 -0.000108267 -0.000108267
38 47 0.000478946 0.000955887 0.000955887
38 48 0.000115284 0.000221165 0.000221165
38 49 -0.000681729 -0.0013429 -0.0013429
38 50 -0.00211187 -0.00422533 -0.00422533
38 51 -0.000633912 -0.0012542 -0.0012542
38 52 -0.00024019 -0.000466011 -0.000466011
38 53 -0.00204779 -0.00408773 -0.00408773
38 54 -0.000169995 -0.000333111 -0.000333111
38 55 -0.000685239 -0.00134103 -0.00134103
38 56 -0.000838463 -0.00167221 -0.00167221
38 57 -0.000602368 -0.00118449 -0.00118449
38 58 -0.00160273 -0.0031745 -0.0031745
38 59 -0.00243576 -0.00486152 -0.00486152
38 60 -0.00158633 -0.00315135 -0.00315135
38 61 -0.000644365 -0.00126751 -0.00126751
38 62 -0.000914724 -0.0018225 -0.0018225
38 63 -0.000624883 -0.00123537 -0.00123537
38 64 -0.000937973 -0.00184956 -0.00184956
38 65 -0.000560575 -0.00111867 -0.00111867
38 66 -0.000895625 -0.00177197 -0.00177197
38 67 -0.000265856 -0.000526648 -0.000526648
38 68 -0.000822451 -0.00164228 -0.00164228
38 69 -0.000270974 -0.000538595 -0.000538595
38 70 -0.000100997 -0.000192099 -0.000192099
38 71 8.68997e-05 0.000172218 0.000172218
38 72 -4.52281e-05 -8.44789e-05 -8.44789e-05
39 1 -4.06721e-06 -6.37334e-06 -6.37334e-06
39 2 -9.44417e-05 -0.00019594 -0.00019594
39 3 -0.000648714 -0.00129381 -0.00129381
39 4 -0.000396549 -0.000792326 -0.000792326
39 5 -4.30321e-05 -9.47207e-05 -9.47207e-05
39 6 4.3549e-05 8.56148e-05 8.56148e-05
39 7 -0.000356848 -0.000691564 -0.000691564
39 8 -4.06406e-05 -9.06871e-05 -9.06871e-05
39 9 -0.000470114 -0.000915789 -0.000915789
39 10 -0.000723017 -0.00142736 -0.00142736
39 11 7.94322e-05 0.000156043 0.000156043
39 12 7.34594e-05 0.000154726 0.000154726
39 13 -0.00157849 -0.00311477 -0.00311477
39 14 -2.08616e-05 -4.30508e-05 -4.30508e-05
39 15 -0.000139112 -0.000246368 -0.000246368
39 16 -0.000346368 -0.00065238 -0.00065238
39 17 -0.00064752 -0.00129203 -0.00129203
39 18 -0.00105569 -0.00208627 -0.00208627
39 19 -0.00114371 -0.00224389 -0.00224389
39 20 -0.000163059 -0.000321966 -0.000321966
39 21 -0.000321402 -0.000622529 -0.000622529
39 22 -0.000215016 -0.000391527 -0.000391527
39 23 -0.00059623 -0.00119053 -0.00119053
39 24 -0.00228333 -0.00453302 -0.00453302
39 25 0.000240569 0.000504785 0.000504785
39 26 -0.000309499 -0.000617633 -0.000617633
39 27 -0.00277497 -0.00554249 -0.00554249
39 28 -0.000522695 -0.00102648 -0.00102648
39 29 7.62444e-05 0.000151704 0.000151704
39 30 -0.000787489 -0.00154828 -0.00154828
39 31 -0.000506855 -0.00101841 -0.00101841
39 32 -0.00263134 -0.00526836 -0.00526836
39 33 -0.00454336 -0.00908605 -0.00908605
39 34 -0.00266417 -0.00532786 -0.00532786
39 35 -0.000443287 -0.000895174 -0.000895174
39 36 0.000601359 0.00121558 0.00121558
39 37 -0.00123113 -0.00247947 -0.00247947
39 38 -0.00331004 -0.00663161 -0.00663161
39 39 0.0606109 0.112455 0.129988
39 40 -0.0026753 -0.00536167 -0.00536167
39 41 -0.000403523 -0.000822855 -0.000822855
39 42 0.000259838 0.000514897 0.000514897
39 43 -0.000360874 -0.000725747 -0.000725747
39 44 -0.00281833 -0.00565083 -0.00565083
39 45 -0.00348239 -0.00696167 -0.00696167
39 46 -0.00199079 -0.00399208 -0.00399208
39 47 0.000373923 0.00073514 0.00073514
39 48 0.000433991 0.000862419 0.000862419
39 49 -0.000441194 -0.000854149 -0.000854149
39 50 -0.00223247 -0.00447161 -0.00447161
39 51 -0.00308458 -0.00614464 -0.00614464
39 52 -0.00163853 -0.00326787 -0.00326787
39 53 -0.00037244 -0.000739435 -0.000739435
39 54 3.60311e-05 8.6284e-05 8.6284e-05
39 55 -0.00109113 -0.00213692 -0.00213692
39 56 -0.00132071 -0.0026321 -0.0026321
39 57 -0.00177362 -0.00350899 -0.00350899
39 58 -0.00115747 -0.00227617 -0.00227617
39 59 -0.00137749 -0.0027411 -0.0027411
39 60 -0.00187049 -0.00370271 -0.00370271
39 61 -0.000817637 -0.00159995 -0.00159995
39 62 -0.000735408 -0.00145926 -0.00145926
39 63 -0.00081274 -0.0015986 -0.0015986
39 64 -0.000628372 -0.0012146 -0.0012146
39 65 -0.000981146 -0.00195436 -0.00195436
39 66 -0.0022264 -0.00441668 -0.00441668
39 67 -0.000178437 -0.000346589 -0.000346589
39 68 -0.000264049 -0.000523585 -0.000523585
39 69 -0.000191618 -0.000377353 -0.000377353
39 70 -0.000150252 -0.000283185 -0.000283185
39 71 -0.000189004 -0.000377838 -0.000377838
39 72 -0.000933017 -0.00185053 -0.00185053
40 1 5.34063e-05 0.000120781 0.000120781
40 2 3.98034e-05 7.36163e-05 7.36163e-05
40 3 -0.000634357 -0.0012607 -0.0012607
40 4 -0.000642289 -0.00127814 -0.00127814
40 5 -0.000459921 -0.000924707 -0.000924707
40 6 -9.41365e-06 -1.75522e-05 -1.75522e-05
40 7 -0.00102859 -0.00201184 -0.00201184
40 8 3.67959e-05 6.95053e-05 6.95053e-05
40 9 -0.000547141 -0.00105725 -0.00105725
40 10 -0.00127708 -0.00251373 -0.00251373
40 11 -0.000269102 -0.000533677 -0.000533677
40 12 -0.00014709 -0.000277512 -0.000277512
40 13 -0.00306555 -0.00606657 -0.00606657
40 14 -0.00093 -0.00185361 -0.00185361
40 15 -0.00043696 -0.000834594 -0.000834594
40 16 -0.000689534 -0.00131478 -0.00131478
40 17 -0.000230641 -0.000454882 -0.000454882
40 18 -0.00127181 -0.00250768 -0.00250768
40 19 -0.00168279 -0.00331503 -0.00331503
40 20 -0.00126299 -0.00251812 -0.00251812
40 21 -0.000281077 -0.000546863 -0.000546863
40 22 -0.000497757 -0.000949886 -0.000949886
40 23 -0.000180111 -0.000360493 -0.000360493
40 24 -0.00160045 -0.00316085 -0.00316085
40 25 0.000633428 0.00128642 0.00128642
40 26 0.000226965 0.000452875 0.000452875
40 27 -0.00211261 -0.00422776 -0.00422776
40 28 -0.0021205 -0.00422469 -0.00422469
40 29 -0.00216915 -0.00434693 -0.00434693
40 30 0.000104529 0.000229959 0.000229959
40 31 9.2127e-06 1.28303e-05 1.28303e-05
40 32 -0.00043303 -0.000874942 -0.000874942
40 33 -0.00319361 -0.00639706 -0.00639706
40 34 -0.00448048 -0.00895709 -0.00895709
40 35 -0.00344848 -0.00690845 -0.00690845
40 36 -0.000507741 -0.00102017 -0.00102017
40 37 0.00016665 0.000328868 0.000328868
40 38 -0.00130925 -0.0026335 -0.0026335
40 39 -0.0026753 -0.00536167 -0.00536167
40 40 0.061839 0.111257 0.136099
40 41 -0.00304243 -0.00609803 -0.00609803
40 42 -0.00159245 -0.00320241 -0.00320241
40 43 0.000291973 0.000604306 0.000604306
40 44 5.44486e-05 9.56226e-05 9.56226e-05
40 45 -0.00138398 -0.00277 -0.00277
40 46 -0.00363812 -0.00727322 -0.00727322
40 47 -0.001635 -0.00328151 -0.00328151
40 48 -0.000283915 -0.000574307 -0.000574307
40 49 -0.00207436 -0.00409287 -0.00409287
40 50 -5.60944e-05 -0.000111985 -0.000111985
40 51 -0.000570781 -0.00111345 -0.00111345
40 52 -0.00193907 -0.00385316 -0.00385316
40 53 -0.000467435 -0.000929002 -0.000929002
40 54 -0.000203346 -0.000384881 -0.000384881
40 55 -0.00246092 -0.00485701 -0.00485701
40 56 -0.00136941 -0.00272391 -0.00272391
40 57 -0.000639416 -0.00123255 -0.00123255
40 58 -0.00104277 -0.00202665 -0.00202665
40 59 -0.000461903 -0.000909867 -0.000909867
40 60 -0.0014122 -0.00277919 -0.00277919
40 61 -0.000739384 -0.00143685 -0.00143685
40 62 -0.000745763 -0.0014807 -0.0014807
40 63 -0.000535318 -0.00104024 -0.00104024
40 64 -0.0010481 -0.00203522 -0.00203522
40 65 -0.000487203 -0.000968429 -0.000968429
40 66 -0.000846409 -0.00165541 -0.00165541
40 67 -2.19127e-05 -3.34024e-05 -3.34024e-05
40 68 -1.2247e-05 -2.46886e-05 -2.46886e-05
40 69 -0.00020814 -0.00041155 -0.00041155
40 70 -0.000807032 -0.00159143 -0.00159143
40 71 -0.000214999 -0.00043214 -0.00043214
40 72 -0.000131709 -0.000249623 -0.000249623
41 1 -0.000107572 -0.000209154 -0.000209154
41 2 5.80562e-05 0.000113864 0.000113864
41 3 -0.000120772 -0.00023844 -0.00023844
41 4 -0.000250608 -0.000498545 -0.000498545
41 5 -0.000245844 -0.000493181 -0.000493181
41 6 -0.000151174 -0.000301987 -0.000301987
41 7 -0.000214957 -0.000409571 -0.000409571
41 8 0.000303791 0.000606721 0.000606721
41 9 -7.37176e-05 -0.000132514 -0.000132514
41 10 -0.000414797 -0.000813899 -0.000813899
41 11 6.2746e-05 0.000128833 0.000128833
41 12 -0.000190413 -0.000373199 -0.000373199
41 13 -0.00108809 -0.00214471 -0.00214471
41 14 -0.000351879 -0.000698477 -0.000698477
41 15 -0.000784912 -0.00154727 -0.00154727
41 16 -0.000276934 -0.000524565 -0.000524565
41 17 0.000165015 0.000336734 0.000336734
41 18 -0.000171313 -0.00032446 -0.00032446
41 19 -0.000909018 -0.00179445 -0.00179445
41 20 -0.00153311 -0.0030611 -0.0030611
41 21 -0.000731129 -0.00144928 -0.00144928
41 22 -0.000312541 -0.000596877 -0.000596877
41 23 -0.000170993 -0.000341871 -0.000341871
41 24 -0.000298161 -0.000576174 -0.000576174
41 25 7.0409e-05 0.000147608 0.000147608
41 26 -0.000664718 -0.00133026 -0.00133026
41 27 1.48921e-05 3.1373e-05 3.1373e-05
41 28 -0.000502221 -0.000993926 -0.000993926
41 29 -0.0026659 -0.00533741 -0.00533741
41 30 -0.000433089 -0.00085887 -0.00085887
41 31 -0.000431929 -0.00087261 -0.00087261
41 32 0.000404386 0.000808286 0.000808286
41 33 -0.000412826 -0.000835208 -0.000835208
41 34 -0.0026424 -0.00528991 -0.00528991
41 35 -0.00467361 -0.00935018 -0.00935018
41 36 -0.00263378 -0.00527319 -0.00527319
41 37 -0.000675552 -0.00136735 -0.00136735
41 38 0.00045149 0.000897481 0.000897481
41 39 -0.000403523 -0.000822855 -0.000822855
41 40 -0.00304243 -0.00609803 -0.00609803
41 41 0.0623531 0.115841 0.133572
41 42 -0.00324912 -0.00651145 -0.00651145
41 43 7.32133e-05 0.000142116 0.000142116
41 44 0.000881042 0.00175654 0.00175654
41 45 0.000315233 0.000623701 0.000623701
41 46 -0.00260285 -0.00521569 -0.00521569
41 47 -0.00391967 -0.00784194 -0.00784194
41 48 -0.00287832 -0.00576782 -0.00576782
41 49 -0.000562314 -0.00110903 -0.00110903
41 50 0.000104365 0.000211327 0.000211327
41 51 -0.000541613 -0.00107305 -0.00107305
41 52 -0.0021472 -0.00429068 -0.00429068
41 53 -0.00354268 -0.00708325 -0.00708325
41 54 -0.0023439 -0.00468849 -0.00468849
41 55 -0.00146151 -0.00289779 -0.00289779
41 56 -0.00229702 -0.00458428 -0.00458428
41 57 -0.00155781 -0.00309726 -0.00309726
41 58 -0.00146028 -0.00290032 -0.00290032
41 59 -0.00216062 -0.00431399 -0.00431399
41 60 -0.00151714 -0.00302036 -0.00302036
41 61 -0.00100781 -0.00199742 -0.00199742
41 62 -0.00265264 -0.00529749 -0.00529749
41 63 -0.00106337 -0.00211427 -0.00211427
41 64 -0.00083432 -0.00164589 -0.00164589
41 65 -0.00110444 -0.00220333 -0.00220333
41 66 -0.000872705 -0.00172862 -0.00172862
41 67 -0.000198323 -0.000392002 -0.000392002
41 68 -0.00106496 -0.00212872 -0.00212872
41 69 -0.000202515 -0.000402645 -0.000402645
41 70 -0.000270573 -0.000531408 -0.000531408
41 71 -0.000286885 -0.000573171 -0.000573171
41 72 -0.000309949 -0.000612252 -0.000612252
42 1 -0.000671095 -0.00132891 -0.00132891
42 2 3.75916e-05 6.99601e-05 6.99601e-05
42 3 0.000121027 0.0002494 0.0002494
42 4 -3.46628e-05 -6.45129e-05 -6.45129e-05
42 5 -0.000412207 -0.000828144 -0.000828144
42 6 -0.000578182 -0.00115301 -0.00115301
42 7 -0.000617767 -0.00119044 -0.00119044
42 8 5.84756e-05 0.000114389 0.000114389
42 9 -0.000837957 -0.00164757 -0.00164757
42 10 -0.000211927 -0.000399237 -0.000399237
42 11 -0.000207379 -0.000413008 -0.000413008
42 12 -0.0010926 -0.00215973 -0.00215973
42 13 -0.00050767 -0.000967439 -0.000967439
42 14 -0.000835811 -0.0016651 -0.0016651
42 15 -0.00280682 -0.00557162 -0.00557162
42 16 -0.00133988 -0.00263458 -0.00263458
42 17 -0.000204929 -0.000405044 -0.000405044
42 18 -0.000493383 -0.000946012 -0.000946012
42 19 -0.000352961 -0.000685095 -0.000685095
42 20 -0.00116996 -0.00233638 -0.00233638
42 21 -0.00155791 -0.00308428 -0.00308428
42 22 -0.00166979 -0.00329116 -0.00329116
42 23 -0.000203694 -0.000406808 -0.000406808
42 24 -0.000374096 -0.000720455 -0.000720455
42 25 -0.00215769 -0.00431582 -0.00431582
42 26 0.000222502 0.000439494 0.000439494
42 27 0.000606764 0.00122504 0.00122504
42 28 3.98456e-05 0.000103843 0.000103843
42 29 -0.0022445 -0.00449719 -0.00449719
42 30 -0.00212624 -0.00424561 -0.00424561
42 31 -0.00320016 -0.00641021 -0.00641021
42 32 -0.000411672 -0.000832978 -0.000832978
42 33 2.44548e-05 4.41561e-05 4.41561e-05
42 34 -0.000521925 -0.00104831 -0.00104831
42 35 -0.00357805 -0.00716835 -0.00716835
42 36 -0.00453641 -0.00907224 -0.00907224
42 37 -0.00270503 -0.00542005 -0.00542005
42 38 -0.0011707 -0.00235528 -0.00235528
42 39 0.000259838 0.000514897 0.000514897
42 40 -0.00159245 -0.00320241 -0.00320241
42 41 -0.00324912 -0.00651145 -0.00651145
42 42 0.0622399 0.112953 0.136007
42 43 -0.00144516 -0.00288832 -0.00288832
42 44 0.000185449 0.000357357 0.000357357
42 45 0.000354005 0.000720379 0.000720379
42 46 -0.000319081 -0.00064235 -0.00064235
42 47 -0.00181504 -0.00364016 -0.00364016
42 48 -0.00378159 -0.00756288 -0.00756288
42 49 -0.000637347 -0.00124254 -0.00124254
42 50 -4.39467e-05 -9.04438e-05 -9.04438e-05
42 51 -0.002067 -0.00409588 -0.00409588
42 52 -0.000262001 -0.000497739 -0.000497739
42 53 -0.000489422 -0.000974898 -0.000974898
42 54 -0.00199709 -0.00398036 -0.00398036
42 55 -0.00071354 -0.00137617 -0.00137617
42 56 -0.00143043 -0.00284922 -0.00284922
42 57 -0.00245409 -0.00486538 -0.00486538
42 58 -0.0014903 -0.00293008 -0.00293008
42 59 -0.00045226 -0.000894604 -0.000894604
42 60 -0.000975159 -0.00191278 -0.00191278
42 61 -0.000586584 -0.00113786 -0.00113786
42 62 -0.000765624 -0.00152254 -0.00152254
42 63 -0.000678598 -0.00133253 -0.00133253
42 64 -0.000910554 -0.00177876 -0.00177876
42 65 -0.000518901 -0.00103362 -0.00103362
42 66 -0.00100125 -0.00196351 -0.00196351
42 67 -0.000224872 -0.000442439 -0.000442439
42 68 1.50296e-05 2.92629e-05 2.92629e-05
42 69 1.47382e-05 3.45318e-05 3.45318e-05
42 70 -0.000160996 -0.000305264 -0.000305264
42 71 -0.000236784 -0.000475027 -0.000475027
42 72 -0.000810964 -0.00160771 -0.00160771
43 1 6.15273e-05 0.000106015 0.000106015
43 2 0.000113848 0.000220418 0.000220418
43 3 0.00011747 0.000213729 0.000213729
43 4 2.92039e-05 4.53552e-05 4.53552e-05
43 5 9.5893e-05 0.000177485 0.000177485
43 6 1.76892e-05 2.59765e-05 2.59765e-05
43 7 -2.44726e-05 -6.91113e-05 -6.91113e-05
43 8 0.000259576 0.000500193 0.000500193
43 9 0.000125534 0.000227685 0.000227685
43 10 8.59021e-05 0.000144044 0.000144044
43 11 0.000232338 0.00044479 0.00044479
43 12 1.10964e-05 -9.32862e-07 -9.32862e-07
43 13 -9.81799e-05 -0.000193171 -0.000193171
43 14 0.000188558 0.000358169 0.000358169
43 15 -6.48845e-05 -0.000137212 -0.000137212
43 16 6.81483e-05 0.000121113 0.000121113
43 17 0.000236158 0.000456547 0.000456547
43 18 1.90361e-05 2.24811e-05 2.24811e-05
43 19 -0.000179672 -0.000319356 -0.000319356
43 20 3.27599e-05 6.13731e-05 6.13731e-05
43 21 -0.000545247 -0.00106614 -0.00106614
43 22 -0.000413869 -0.000815014 -0.000815014
43 23 -0.000241687 -0.00047593 -0.00047593
43 24 1.50605e-05 4.495e-05 4.495e-05
43 25 -0.000634616 -0.00123179 -0.00123179
43 26 -0.00015033 -0.000286373 -0.000286373
43 27 -0.000603751 -0.00116885 -0.00116885
43 28 -0.00119374 -0.00234349 -0.00234349
43 29 -0.000527371 -0.00103729 -0.00103729
43 30 -0.000157901 -0.000281352 -0.000281352
